pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,fare_amount
-73.976342,40.75209,-73.982997,40.739837,1,7.0
-73.960485,40.715187,-73.943284,40.718438,1,5.7
-73.973935,40.752772,-73.97078,40.756402,1,4.0
-73.975333,40.777161,-73.970357,40.789935,2,7.0
-73.991943,40.74992,-74.008252,40.711388,1,9.7
-74.00322,40.728432,-74.029797,40.633812,1,28.5
-73.987989,40.732379,-73.988737,40.732329,1,2.9
-73.993885,40.75666,-73.983168,40.738772,2,11.0
-73.997908,40.746579,-74.01022,40.731991,1,9.5
-73.97179,40.781832,-73.952683,40.782007,1,7.0
-73.989039,40.730626,-73.980451,40.734396,1,4.5
-73.9838,40.76344,-73.994618,40.760207,1,4.1
-73.98141479492188,40.74389266967773,-73.99070739746092,40.75040817260742,1,7.0
-74.002899,40.709318,-73.976584,40.72287,1,7.7
-73.9846,40.76159,-73.973677,40.756987,1,4.1
-73.87069,40.77364,-73.84134,40.719267,1,17.5
-73.960606,40.765794,-73.953562,40.725063,1,15.5
-73.983068,40.773322,-73.98171,40.755702,2,6.1
-73.99193,40.721905,-74.008747,40.711272,2,6.5
-73.954607,40.773564,-73.975206,40.761312,1,8.5
-74.016003,40.711189,-73.986439,40.743428,1,17.7
-73.961249,40.76519,-73.955484,40.772745,1,4.5
-73.983185,40.734883,-74.004351,40.731164,1,8.5
-74.002868,40.733005,-74.00751,40.721668,1,4.1
-73.974561,40.731198,-73.988962,40.748387,1,13.5
-73.971416,40.794451,-73.922746,40.813421,1,15.5
-73.958257,40.764562,-73.973527,40.76486,1,7.7
-74.002322,40.71497,-73.988607,40.714358,3,4.5
-73.988267,40.759204,-73.992791,40.747796,1,6.1
-73.968576,40.760236,-73.952403,40.798985,2,13.0
-73.963872,40.75696,-73.95133,40.782557,1,8.1
-73.96031,40.797248,-74.00842,40.749197,4,14.5
-73.98284,40.762373,-73.993098,40.762742,1,5.7
-74.006602,40.731752,-73.958702,40.769067,3,16.5
-73.955935,40.803693,-73.995047,40.769803,1,10.9
-73.990017,40.762356,-73.974969,40.787983,1,7.3
-73.955476,40.77677,-73.981579,40.777627,1,10.5
-73.983798,40.7706,-73.98232,40.760857,1,8.0
-73.870947,40.773723,-73.923282,40.741602,1,14.5
-73.978977,40.772162,-73.981647,40.74678,1,9.7
-74.001933,40.715288,-73.960583,40.76953,1,14.5
-73.995279,40.730668,-73.973818,40.756889,1,11.5
-73.99156951904298,40.74977111816406,-73.98326110839844,40.73506546020508,1,9.5
0.0,0.0,0.0,0.0,2,4.5
-73.966631,40.772452,-73.952006,40.766407,1,5.3
-73.981,40.764147,-73.994678,40.76063,1,8.0
-73.98094940185547,40.760440826416016,-73.95329284667967,40.77677917480469,1,9.5
-73.97864532470702,40.731475830078125,-73.99002075195312,40.69110870361328,1,16.5
-73.98766,40.721336,-73.985497,40.732697,1,5.5
-73.960935,40.763197,-73.99744,40.725865,1,19.5
-73.970158,40.797198,-73.95624,40.779647,1,6.9
-73.955397,40.773004,-73.961233,40.761907,2,4.9
-73.885497,40.773145,-73.972455,40.67322,5,26.9
-74.00235,40.70891,-73.93949,40.85341,5,35.5
-73.952087,40.79307,-73.957823,40.775758,3,6.5
-73.999354,40.728339,-73.999354,40.728339,1,2.5
-73.99493408203125,40.73165512084961,-73.98143768310547,40.73282623291016,5,5.5
-74.004465,40.733845,-73.986068,40.726438,1,7.7
-73.979607,40.76109,-73.993685,40.75421,1,10.5
-73.978053,40.749767,-73.985762,40.741209,1,4.1
-73.96089,40.765252,-73.982285,40.774132,2,6.9
-74.006482,40.733062,-73.98773,40.719615,2,10.5
-73.98581,40.77865,-73.999028,40.754582,1,9.5
-73.992911,40.750146,-73.997216,40.766918,1,9.7
-73.9807357788086,40.73819732666016,-73.99337768554686,40.74656677246094,1,6.5
-73.965266,40.763283,-73.954019,40.775442,3,5.0
-73.944477,40.779535,-73.97621,40.740855,1,15.0
-73.978354,40.785939,-73.982067,40.772464,1,7.0
-73.957892,40.722014,-73.984834,40.692187,3,10.5
-73.990382,40.760804,-73.989324,40.75559,1,4.5
-73.97393,40.752062,-73.954463,40.77905,1,6.5
-73.790541,40.644179,-73.981107,40.764782,1,56.8
-73.987262,40.738732,-73.958405,40.772802,1,11.5
-73.985987,40.758904,-73.962266,40.779135,2,11.3
-74.013,40.702649,-74.004289,40.721948,2,13.5
-73.962701,40.805216,-73.988587,40.774991,2,10.1
-74.013199,40.705766,-73.969684,40.765892,2,18.5
-74.001109,40.729276,-73.989956,40.715349,2,10.5
-73.961737,40.779523,-73.954595,40.769597,1,5.7
-73.987693,40.732506,-73.981053,40.747094,1,5.3
-73.970811,40.793598,-73.959755,40.798308,1,5.0
-73.994827,40.745482,-74.00188,40.738737,1,4.5
-73.968838,40.749872,-73.95411,40.76386,5,7.5
-73.97538757324217,40.76293182373047,-74.00729370117188,40.70906829833984,1,24.0
-73.959417,40.77138,-73.947032,40.776067,2,4.1
-73.981012,40.761762,-73.986162,40.731132,4,14.5
-73.984863,40.746422,-74.003167,40.74913,1,8.0
-73.98499298095702,40.732547760009766,-73.9959716796875,40.698272705078125,2,15.5
-73.981642,40.766944,-73.982679,40.759337,1,5.7
-73.993321,40.727931,-74.01008,40.733785,2,8.5
-73.981688,40.719198,-73.972795,40.745462,1,12.5
-73.988014,40.759625,-73.977388,40.791951,1,9.3
-74.003712,40.729372,-74.002655,40.738833,1,5.3
-73.936616,40.798589,-73.900917,40.743366,2,21.0
-73.989403,40.744862,-73.870569,40.773851,1,26.0
-73.782128,40.644706,-73.8856,40.743831,1,28.1
-73.98220825195312,40.76268005371094,-73.97196197509764,40.7618522644043,1,5.0
-73.998737,40.734882,-73.970467,40.76498,1,10.1
-73.984246,40.748687,-73.990262,40.750051,1,8.5
-73.982737,40.742042,-73.978073,40.751425,2,5.7
-73.970228,40.762556,-73.986552,40.740128,1,8.1
-74.00206,40.739505,-73.961503,40.714673,2,12.9
-73.874483,40.773973,-73.974648,40.755845,1,34.67
-73.902038,40.763914,-73.902073,40.763921,1,3.5
-73.981748,40.767107,-73.97986,40.75368,5,10.0
-73.973244,40.750345,-73.954281,40.776261,1,8.1
-74.00828,40.72216,-73.98228,40.75277,1,10.5
-74.010765,40.71718,-73.99007,40.720127,3,13.0
-73.989945,40.741902,-73.956395,40.767192,1,10.1
-73.980452,40.68522,-73.95694,40.687235,5,12.1
-73.992982,40.747968,-74.004382,40.721773,2,7.3
-73.96696,40.761857,-73.979368,40.784472,1,14.5
-73.968672,40.801592,-73.981947,40.778925,1,5.3
-73.99975,40.719426,-73.98513,40.710875,1,14.5
-73.97844,40.752715,-73.972992,40.746552,1,5.0
-73.987114,40.739236,-73.96954,40.762845,1,7.3
-73.990877,40.750895,-73.978847,40.750202,1,12.0
-73.986872,40.755889,-73.967622,40.768792,1,12.0
-73.984965,40.74044,-73.977751,40.761356,2,8.1
-73.99192810058595,40.759380340576165,-73.98336791992188,40.72602081298828,2,19.0
-73.984415,40.759815,-73.975493,40.751253,5,7.7
-73.994667,40.760718,-73.965595,40.76568,1,11.0
-73.9908218383789,40.76081848144531,-73.99434661865233,40.75593948364258,3,4.0
-73.985069,40.7642,-73.988708,40.777703,1,6.5
-73.982696,40.746145,-73.975127,40.750064,1,6.5
-73.991502,40.749757,-73.96719,40.759342,1,9.5
-73.959619,40.767589,-73.989055,40.720534,1,13.7
-73.966595,40.756008,-73.99493,40.744878,3,9.3
-73.974429,40.755388,-73.981426,40.752461,1,4.9
-73.973437,40.789682,-73.97858,40.785907,1,4.5
-73.938572,40.802815,-73.969847,40.799965,5,10.5
-73.989129,40.767671,-73.955787,40.787802,1,8.5
-73.96842,40.7678,-73.981637,40.773651,1,4.9
-73.970502,40.76184,-73.972252,40.758233,1,3.7
-73.989042,40.716747,-73.977048,40.72722,3,5.7
-73.998932,40.754692,-73.98624,40.767247,1,6.0
-73.981442,40.75014,-73.981628,40.780227,3,9.7
-73.9659,40.7546,-73.9821,40.7521,1,7.3
-73.976538,40.759807,-74.00598,40.707412,2,14.9
-74.000988,40.676406,-73.973148,40.689706,1,10.5
-73.98227,40.752453,-73.991652,40.750083,1,6.5
-73.971103,40.764205,-73.991194,40.743907,1,7.3
-73.94856,40.778037,-73.988842,40.764227,1,12.9
-73.9826,40.76664,-73.968157,40.760562,6,13.0
-73.975405,40.751155,-73.976102,40.744937,6,4.5
-74.002547,40.723117,-73.962967,40.711741,2,16.5
-73.978787,40.78526,-73.960457,40.797512,2,8.0
-73.992905,40.752934,-73.985525,40.747356,2,4.5
-73.88532257080078,40.77309799194336,-73.98143768310547,40.763233184814446,1,38.83
-73.988305,40.761407,-73.997777,40.721462,5,27.0
-73.97324,40.755442,-73.984332,40.758875,1,4.5
-73.993833,40.756637,-73.982487,40.727505,5,12.0
-74.004347,40.724039,-74.014417,40.71715,3,5.7
-73.996698,40.75353,-73.783502,40.643728,1,57.33
-73.952905,40.778267,-73.964842,40.775505,2,5.5
-73.974865,40.75952,-73.982295,40.757277,1,6.0
-73.987,40.75647,-73.99429,40.761547,1,4.5
-73.984345,40.76481,-73.973895,40.755205,1,5.3
-73.992162,40.73801,-73.999824,40.730827,1,4.5
-73.993605,40.746658,-74.006838,40.729985,2,5.3
-73.994369,40.751213,-73.977298,40.755492,1,6.1
-73.981555,40.764502,-73.975522,40.788025,1,8.5
-73.945612,40.774474,-74.00864,40.703932,1,22.5
-73.990205,40.729112,-73.9836,40.737963,2,3.7
-73.983637,40.761738,-73.986021,40.744316,1,8.5
-73.98905944824217,40.7308235168457,-73.97499084472656,40.74590301513672,5,8.0
-73.994425,40.732099,-73.98302,40.756006,1,7.7
-73.989247,40.757923,-73.968814,40.764206,2,6.1
-73.98837280273438,40.76911163330078,-73.9419937133789,40.8331184387207,1,18.0
-73.97783,40.751562,-73.984595,40.732882,5,7.3
-74.007592,40.752462,-73.996787,40.75343,1,4.9
-73.978436,40.729571,-73.993099,40.752603,1,8.5
-73.983398,40.76155,-74.00271,40.760645,1,9.7
-74.001965,40.739501,-73.98593,40.739159,1,5.3
-73.137393,41.366138,-73.137393,41.366138,1,3.7
-73.989697,40.719088,-73.993528,40.76226,1,12.5
-73.962329,40.778644,-74.003513,40.732509,2,20.5
-73.985108,40.745184,-73.97967,40.752451,1,5.0
-73.97857666015625,40.76244354248047,-73.99027252197266,40.75141525268555,1,8.0
-74.298802,40.795577,-74.298128,40.800828,4,6.1
-73.972275,40.764079,-73.992447,40.724922,1,11.0
-74.016552,40.707245,-74.000297,40.759965,1,16.5
-74.01224,40.706642,-74.013745,40.702355,3,3.5
-73.862685,40.768727,-73.978785,40.766807,4,33.7
-73.962023,40.776603,-73.985594,40.744091,2,10.5
-73.990109,40.75687,-73.990816,40.750643,1,6.5
-73.99113464355469,40.73336791992188,-73.97026824951173,40.695358276367195,1,15.0
-73.982341,40.683246,-73.982341,40.683246,1,7.7
-73.994755,40.74033,-73.984842,40.757766,1,9.5
-73.937258,40.758115,-73.937258,40.758115,1,6.5
-73.97952270507811,40.72322082519531,-73.98949432373048,40.73434066772461,1,6.0
-73.987751,40.738246,-74.007287,40.741263,4,7.5
-74.007407,40.704467,-73.98735,40.760018,1,26.9
-73.78259,40.64452,-73.93968,40.71393,6,45.0
-74.00071,40.757592,-73.986445,40.75924,1,5.3
-73.989686,40.725464,-73.957236,40.770001,1,15.0
-73.959664,40.814088,-73.970977,40.794232,1,6.5
-73.97337341308595,40.761428833007805,-73.96953582763672,40.76350784301758,1,5.0
-73.961453,40.776892,-73.982572,40.743827,2,12.5
-73.963167,40.805143,-73.9186,40.760857,1,22.5
-73.975887,40.764068,-73.985195,40.767927,1,4.5
-73.991174,40.732475,-73.971635,40.680069,1,13.3
-73.981908,40.77763,-73.94849,40.829077,1,12.5
-74.001978,40.7155,-73.99174,40.727138,2,6.5
-73.983127,40.756327,-73.98086,40.76395,6,6.5
-73.989154,40.723201,-73.988132,40.756725,1,9.3
-73.982608,40.73923,-73.967182,40.770085,2,10.0
-73.790039,40.643761,-73.976825,40.782736,1,56.8
-73.997861,40.763196,-73.997862,40.763194,1,2.5
-74.000916,40.741643,-73.986372,40.776443,1,8.1
-73.98965454101561,40.72316360473633,-74.01387023925781,40.714786529541016,1,12.0
-73.987472,40.724644,-73.975315,40.741447,1,5.3
-73.975159,40.755947,-73.988391,40.752908,1,5.3
-73.989045,40.773826,-73.995693,40.764505,1,6.5
-74.010617,40.709118,-73.962897,40.76326,5,16.5
-73.979225,40.749645,-73.968208,40.762103,5,5.3
-73.991124,40.734803,-73.967255,40.685053,1,18.0
-74.009812,40.703452,-73.951644,40.770057,1,16.5
-74.004994,40.740782,-73.975246,40.756825,1,11.0
-73.978669,40.762137,-74.004547,40.742075,2,10.1
-73.981027,40.733572,-74.002245,40.75593,1,7.0
-73.991754,40.729483,-73.970495,40.756331,1,9.8
-73.957418,40.774503,-73.975272,40.785283,5,6.1
-73.950676,40.783149,-73.960206,40.772917,1,5.0
-73.955661,40.776938,-73.977429,40.779561,1,7.3
-73.997927,40.7359,-73.979158,40.75113,1,10.5
-74.000115,40.732766,-73.977727,40.75414,1,9.0
-73.95387268066406,40.77497100830078,-73.97410583496092,40.76158142089844,1,9.5
-73.974767,40.763502,-73.980547,40.754367,3,14.0
-73.9896,40.75677,-73.98178,40.76761,1,5.5
-73.95514,40.765443,-73.975553,40.780343,5,9.3
-73.96611,40.794727,-73.95548,40.804197,1,7.5
-73.978771,40.683586,-73.99,40.67275,1,4.5
-73.95499,40.771652,-73.985652,40.757912,4,10.0
-73.961967,40.779064,-73.984324,40.770032,1,8.1
-73.972612,40.75167,-73.984218,40.737675,1,5.7
-73.992678,40.74273,-74.003908,40.74768,2,5.0
-73.976535,40.748021,-73.982229,40.751909,3,6.5
-73.989005,40.730845,-74.0027,40.739625,3,6.5
-73.786549,40.641204,-73.944673,40.70529,1,45.5
-73.982239,40.749268,-73.97115,40.763118,1,5.7
-73.924955,40.768343,-73.934675,40.760585,2,6.1
-73.863807,40.769962,-74.012327,40.704103,1,41.3
-73.967322,40.754372,-73.990252,40.751572,1,22.5
-73.871302,40.773845,-73.880987,40.770067,2,7.0
-73.985391,40.763268,-73.950201,40.784311,1,12.5
-74.00132751464845,40.72926330566406,-73.9793930053711,40.72760009765625,2,10.5
-73.988382,40.74952,-73.978063,40.772882,5,8.1
-73.954648,40.687072,-73.978108,40.729282,1,15.5
-73.98497,40.719325,-73.99919,40.727751,1,15.3
-73.988973,40.757581,-73.955362,40.770939,1,13.0
-73.99041748046875,40.74587631225586,-73.98441314697266,40.74266052246094,1,4.0
-73.986002,40.762353,-73.955089,40.782506,3,12.0
-73.982143,40.771247,-73.9411,40.83739,1,16.1
-74.005451,40.740814,-74.003921,40.750865,1,5.0
-73.964023,40.756642,-73.960558,40.772463,1,6.1
-73.993442,40.75707,-73.963988,40.753363,1,8.5
-73.9873,40.733104,-73.967052,40.757541,1,6.9
-73.981007,40.751878,-73.949858,40.785508,2,8.9
-73.975242,40.760785,-73.964688,40.774082,6,11.0
-73.99466,40.718762,-74.004312,40.742377,1,11.0
-73.988207,40.731873,-73.983258,40.738625,2,3.7
-73.980617,40.764782,-73.988592,40.74858,1,6.9
-73.99937,40.725025,-73.981867,40.74219,1,7.3
-73.973782,40.757744,-73.782529,40.6488,1,57.33
-73.971348,40.762736,-73.974413,40.75671,2,4.1
-73.874053,40.773638,-73.84525,40.761037,2,8.1
-74.004653,40.707181,-73.975073,40.724919,1,10.0
-73.993397,40.736315,-73.984527,40.76293,1,11.5
-73.78803253173827,40.64151382446289,-73.98408508300781,40.68747329711913,1,41.0
-74.00675201416014,40.73039627075195,-73.95767211914062,40.802024841308594,1,23.0
-73.95396423339844,40.7705192565918,-73.9552230834961,40.77690887451172,1,4.0
-73.976582,40.782437,-73.995899,40.722124,2,20.5
-73.978087,40.761392,-73.998035,40.745765,1,10.0
-73.874882,40.774023,-73.943313,40.768963,5,15.3
-73.962295,40.779338,-74.008346,40.747,1,14.5
-73.98625946044923,40.74142837524414,-74.00737762451173,40.71983337402344,1,10.5
-73.981578,40.758993,-73.991422,40.75011,1,5.7
-73.990857,40.742287,-73.997695,40.740372,1,6.5
-73.99461,40.740233,-73.977887,40.755617,2,6.9
-73.98027,40.754849,-73.998901,40.731855,1,6.5
-73.948025,40.783057,-73.973415,40.757887,1,10.0
-73.978171,40.757548,-73.977997,40.751738,2,6.5
-73.975496,40.781802,-73.963928,40.769428,1,6.9
-73.983095,40.69364,-73.983095,40.69364,2,7.0
-73.98733,40.744076,-73.946307,40.816473,1,20.1
-73.974273,40.757103,-73.972598,40.780958,1,10.1
-73.9542,40.76619,-73.96128,40.75933,2,4.5
-73.982442,40.748607,-73.972748,40.746376,1,5.0
-73.990688,40.730612,-73.978272,40.751297,2,10.5
-73.987925,40.750243,-73.995161,40.726193,1,8.9
-73.999161,40.754424,-73.989332,40.776554,1,8.0
-73.980731,40.765424,-73.95117,40.774593,1,9.3
-73.98196411132812,40.75613021850586,-73.96873474121094,40.79248428344727,1,12.5
-73.873143,40.774088,-73.967578,40.675336,1,30.5
-73.972273,40.762198,-73.959765,40.763777,2,5.3
-73.956827,40.78345,-73.94691,40.780812,6,6.0
-74.007238,40.741335,-73.9844,40.759582,1,10.1
-73.980735,40.769847,-73.96141,40.771807,4,7.0
0.0,0.0,0.0,0.0,1,45.04
-73.969168,40.76388,-73.957348,40.77994,1,6.1
-73.961569,40.776907,-73.949847,40.784614,2,6.5
-73.88302,40.7286,-74.01294,40.70623,5,52.0
-73.98541259765625,40.74764251708984,-73.95403289794923,40.77878952026367,1,22.5
-73.997583,40.732788,-73.974948,40.749907,1,8.5
-73.981854,40.76365,-73.975388,40.758116,1,4.1
-73.983365,40.741232,-73.977858,40.75136,1,7.0
-73.98228454589844,40.76824188232422,-73.96392822265625,40.807865142822266,3,13.5
-74.00035,40.747943,-74.003305,40.740027,4,4.5
-73.985373,40.735852,-73.992618,40.752422,6,9.0
-73.989128,40.777858,-74.007838,40.70332,2,16.5
-73.98489379882812,40.747085571289055,-74.00414276123048,40.71600341796875,1,11.0
-73.990298,40.734612,-74.01352,40.714427,1,11.3
-73.98872,40.763835,-73.998212,40.747737,1,8.5
-73.978263,40.745815,-73.968763,40.75789,2,4.5
-74.002125,40.715112,-73.943807,40.719435,1,16.0
-73.984272,40.743062,-73.98016,40.75604,1,6.9
-73.959858,40.773475,-74.007655,40.703142,2,24.0
-73.987697,40.724307,-73.983975,40.731047,1,3.7
-73.953318,40.778592,-73.98745,40.770532,1,10.1
-73.989992,40.730347,-74.003887,40.723412,2,6.0
-73.994427,40.745845,-73.996792,40.737645,2,4.1
-73.984154,40.769705,-73.985062,40.748274,1,7.7
-74.008137,40.732625,-74.00501,40.729145,2,3.5
-73.99934,40.733845,-73.966557,40.801602,6,17.0
-73.976207,40.750941,-73.990056,40.756733,1,7.0
-73.979008,40.744497,-73.970635,40.756425,1,5.3
0.0,0.0,0.0,0.0,1,5.7
-73.97206,40.745822,-73.977515,40.748247,1,3.7
-73.862466,40.769039,-74.014913,40.709362,1,38.1
-74.003562,40.722357,-73.992372,40.725073,1,5.7
-73.995359,40.75952,-73.990909,40.739634,1,12.5
-73.957239,40.77702,-73.966999,40.763825,1,6.5
-73.958675,40.716922,-73.929872,40.761827,1,18.9
-73.98397827148438,40.73385238647461,-73.9853286743164,40.72183609008789,3,7.5
-74.00242,40.726415,-74.0172,40.711358,1,7.3
-73.979938,40.726818,-73.977447,40.748037,1,8.5
-73.968028,40.757957,-73.949273,40.771947,1,7.0
-73.997095,40.762408,-74.005152,40.741461,1,7.5
-73.991359,40.750171,-74.009227,40.738195,1,10.0
-73.992084,40.748896,-73.996147,40.740942,1,5.5
-74.000813,40.757576,-73.994664,40.750287,1,6.1
-73.962953,40.764822,-73.98666,40.729922,1,9.0
-73.983685,40.749635,-73.957553,40.729557,1,11.7
-74.001985,40.72958,-73.989875,40.710607,1,11.5
-73.982627,40.751406,-73.980428,40.739401,1,5.7
-73.980803,40.725597,-73.998192,40.725122,5,7.7
-73.955518,40.764257,-73.983777,40.752317,2,15.5
-73.982745,40.771617,-73.977644,40.754046,1,7.3
-73.988312,40.778523,-73.964043,40.806327,1,9.3
-73.957411,40.766001,-73.954042,40.777086,1,4.9
-73.78117,40.64492,-73.973898,40.755713,1,49.8
-73.98245,40.72479,-73.99905,40.76101,1,14.5
-73.977044,40.719421,-73.98836,40.733642,1,8.0
-73.972454,40.759938,-73.993388,40.739808,1,10.9
-73.953233,40.780247,-73.77632,40.645537,1,57.33
-73.98269,40.73957,-73.97791,40.725497,4,6.1
-73.985985,40.726576,-74.002923,40.73396,1,7.0
-73.980475,40.76075,-73.980475,40.76075,1,6.5
-73.98609,40.741021,-73.974695,40.749214,1,5.3
-73.980055,40.784037,-73.98466,40.76945,1,6.5
-73.98194122314453,40.77968978881836,-73.96829986572266,40.767459869384766,1,10.0
-73.95581,40.778667,-73.984333,40.780057,6,11.0
-73.957582,40.639947,-73.88565,40.647367,5,19.5
-73.979355,40.772629,-73.972757,40.780583,3,6.5
-73.995407,40.725205,-73.997563,40.736438,1,4.9
-73.992278,40.750657,-73.952343,40.784741,1,11.3
-73.955752,40.782775,-73.991673,40.737165,1,17.3
-74.001397,40.721152,-73.978902,40.76324,2,23.0
-73.974229,40.778766,-73.985673,40.737468,1,18.9
-73.966262,40.804975,-73.870824,40.774104,1,29.07
-73.97155,40.76198,-73.962188,40.779305,1,6.9
-73.962555,40.766623,-73.982377,40.772655,1,8.1
-73.96409,40.767903,-73.879043,40.751822,1,17.7
-73.981052,40.720937,-73.981358,40.721177,1,56.8
-73.97858,40.751417,-73.95866,40.772793,1,14.5
-73.993739,40.734289,-73.986748,40.765944,1,11.3
-73.948653,40.82912,-73.94024,40.837037,6,5.5
-73.96428,40.755987,-73.971407,40.757877,1,5.0
-73.979846,40.76171,-73.985536,40.747478,2,6.0
-74.006871,40.742637,-73.996147,40.738862,1,5.3
-73.97202,40.763172,-73.968777,40.767982,5,4.5
-73.982665,40.76739,-73.984495,40.761012,5,4.9
-73.978562,40.750847,-74.008727,40.708015,1,14.0
-74.003232,40.713577,-73.96411,40.756608,1,14.1
-73.98675537109375,40.75482940673828,-73.99127197265625,40.68935394287109,1,23.0
-73.973768,40.763013,-73.960408,40.778948,2,7.7
-74.002172,40.72169,-73.955998,40.763805,1,15.7
-73.954048,40.770308,-73.946535,40.765888,1,13.3
-74.000153,40.7189,-73.974206,40.72442,1,9.5
-74.003957,40.722252,-74.00872,40.716055,1,7.3
-73.975105,40.741692,-73.994655,40.732426,1,7.3
-73.992262,40.743132,-73.98497,40.760026,1,6.1
-73.998959,40.71364,-73.977825,40.71575,3,6.5
-73.996382,40.753332,-73.991185,40.739762,5,6.5
-73.970087,40.764933,-73.997907,40.724864,2,16.5
-74.015294,40.709424,-74.002872,40.724972,1,8.0
-73.981728,40.769648,-73.991843,40.772133,1,5.7
-74.008128,40.718867,-74.004705,40.731073,1,8.5
-73.998005,40.740915,-73.982232,40.774327,1,8.9
-73.988867,40.730858,-73.97964,40.771301,1,13.3
-73.928496,40.76339,-73.961141,40.806713,1,20.9
-73.974233,40.752257,-73.974233,40.752257,5,16.9
-73.96953,40.757407,-73.906763,40.759057,5,15.5
-73.988855,40.75311,-74.007537,40.740973,1,6.9
-73.99172,40.744839,-74.00297,40.733485,1,5.3
-73.874493,40.774093,-73.966015,40.78996,2,25.87
-74.010421,40.747689,-73.97825,40.745395,1,8.9
-74.005042,40.723392,-74.006735,40.730747,1,4.5
-73.976033,40.786251,-73.967928,40.762636,2,10.9
-73.969922,40.76283,-73.949816,40.768654,1,9.0
-74.005472,40.748325,-73.983276,40.766815,1,6.9
-73.870558,40.773695,-73.784529,40.787613,1,23.0
-73.96767,40.762659,-73.948675,40.797305,1,9.7
-73.984563,40.745298,-73.964097,40.756908,1,6.9
-73.99946,40.722565,-73.98168,40.756078,5,9.7
-73.94835662841797,40.7706298828125,-73.97554779052734,40.75278472900391,1,10.5
-73.970052,40.763872,-73.950542,40.787502,1,6.9
-73.987863,40.733007,-73.978048,40.72547,1,4.9
-73.994538,40.761147,-73.974802,40.763227,1,6.9
-73.95755767822266,40.76590347290039,-73.98695373535155,40.76627349853516,1,9.5
0.0,0.0,-73.991383,40.700067,5,6.1
-74.004592,40.741752,-74.00081,40.729018,5,6.1
-73.97457,40.762605,-73.975242,40.754557,1,4.9
-73.980313,40.751352,-73.973518,40.75464,1,5.0
-73.99308,40.762007,-73.957474,40.785475,1,15.3
-73.99316,40.722178,-73.994528,40.750398,1,8.9
-73.995755,40.720793,-73.991593,40.758061,1,14.1
-73.95272064208984,40.77238845825195,-73.96792602539062,40.75558471679688,1,8.0
-74.004929,40.741831,-74.000611,40.733251,1,7.3
-73.978414,40.762421,-73.966636,40.756694,1,5.7
-73.99013,40.74664,-73.968018,40.75966,1,11.0
-73.97399139404298,40.763946533203125,-74.00746154785155,40.74143981933594,1,13.0
-73.975025,40.745883,-74.000092,40.72714,1,8.1
-73.990793,40.728332,-73.983397,40.734982,1,4.5
-73.987967,40.722577,-73.992057,40.699471,2,13.0
-73.989004,40.741361,-73.985975,40.763812,1,9.4
-73.993822,40.75104,-73.986465,40.760952,1,4.9
-73.984032,40.765003,-73.976807,40.777448,1,6.9
-73.97596740722656,40.78112030029297,-73.958740234375,40.7688865661621,2,8.5
-73.972747,40.748963,-73.989765,40.743675,6,4.9
-73.99417,40.726481,-73.937426,40.841749,1,28.5
-73.944591,40.77982,-73.959989,40.773529,1,5.7
-73.980249,40.742505,-73.97097,40.753125,2,4.5
-73.974267,40.742611,-73.969268,40.756065,2,4.9
-73.983522,40.760353,-74.00178,40.739577,1,6.1
-74.00297,40.739102,-73.949183,40.776782,1,14.1
-73.979957,40.754765,-74.011137,40.701937,3,15.3
-73.971173,40.758202,-73.894947,40.748172,6,15.0
-73.953403,40.771502,-73.988342,40.730437,2,13.5
-73.98103,40.747683,-73.99622,40.73237,5,6.5
-74.002318,40.726477,-73.975782,40.753886,1,11.7
-73.964262,40.807994,-73.985399,40.763589,1,12.9
-73.97946166992188,40.7596321105957,-73.98743438720702,40.749061584472656,5,6.0
-73.987223,40.744812,-73.963943,40.75679,5,8.5
-73.988352,40.750135,-73.966385,40.804063,5,14.5
-73.957005,40.766292,-73.937932,40.804657,1,8.9
-74.008222,40.759118,-74.008222,40.759118,1,4.5
-73.983067,40.745095,-73.991267,40.755315,1,6.5
-73.998713,40.745217,-73.978688,40.757547,1,7.7
-73.988707,40.727182,-74.00854,40.719972,1,6.9
-73.976297,40.755805,-73.977362,40.763985,4,4.5
0.0,0.0,0.0,0.0,1,6.5
-73.945007,40.787215,-73.952113,40.803137,3,8.5
-73.988019,40.764945,-74.002731,40.751171,2,6.1
-73.991337,40.743052,-73.96958,40.755302,5,11.0
-73.987583,40.733513,-73.990129,40.740235,1,4.9
-74.014018,40.712318,-74.009205,40.712608,1,4.9
-73.960572,40.758302,-73.972987,40.743477,1,10.0
-73.977032,40.743562,-73.994015,40.722626,1,6.9
-73.933822,40.802637,-73.933608,40.795202,1,4.1
-74.003807,40.749912,-74.001367,40.735921,1,5.7
-73.99475860595702,40.74020767211913,-73.98320007324217,40.756622314453125,6,9.5
-73.977932,40.756975,-73.981662,40.757925,1,3.7
-73.981972,40.731155,-74.000105,40.722007,1,7.3
-73.984912,40.745337,-73.979476,40.751903,1,4.5
-74.01469,40.716915,-73.976122,40.75178,1,16.1
-73.979462,40.75978,-73.979462,40.75978,1,4.5
-73.990562,40.761687,-73.989985,40.767172,5,3.7
-74.000627,40.742248,-73.929762,40.859828,5,27.3
-73.994075,40.715483,-73.972507,40.746025,1,10.0
-73.982371,40.764618,-74.007822,40.752084,1,8.1
